Original Image,Swapped Image,Generated Image,Fix Char Const,Head Turn Usable,Eye Gaze Usable,Reference Angle,Front Angle,Edit Prompt,Analysis
https://content.dashtoon.ai/user-uploaded-files/00482712-8df4-4c0c-b404-cfbd3f4acb0c.png,https://content.dashtoon.ai/stability-images/b4bd6dc0-803f-474a-9523-aa7f6cd9e972.png,https://dev-content.dashtoon.ai/stability-images/112934bd-048d-49de-a2d7-804d4cd67ac2.png,No,,Yes,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Set eye gaze to look directly at the camera, turn head to face forward, adjust mouth to be slightly open with red lipstick in a concerned downturned shape, and refine the brow to have a furrowed concerned expression.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Set eye gaze to look directly at the camera, turn head to face forward, adjust mouth to be slightly open with red lipstick in a concerned downturned shape, and refine the brow to have a furrowed concerned expression.""
}"
https://content.dashtoon.ai/user-uploaded-files/a81a389c-ebde-480f-8896-67ef10ec4fcc.png,https://content.dashtoon.ai/stability-images/87e6b020-0627-4264-a443-a43f8476f8bf.png,https://dev-content.dashtoon.ai/stability-images/998a847c-6529-4e9d-9c12-dbc46145dd1c.png,Yes,,No,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_side.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Turn head slightly to the left, set facial expression to a concerned intense look, adjust mouth to be slightly open showing upper teeth, and keep eyes looking directly at the camera while matching the angled head position.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Turn head slightly to the left, set facial expression to a concerned intense look, adjust mouth to be slightly open showing upper teeth, and keep eyes looking directly at the camera while matching the angled head position.""
}"
https://content.dashtoon.ai/user-uploaded-files/2ed7f09e-a68c-4f02-9ba4-5a1495c62c6f.png,https://content.dashtoon.ai/stability-images/4c556f19-2a59-47ea-b34a-b144dbe50640.png,https://dev-content.dashtoon.ai/stability-images/5571edd0-56e2-4e99-b9ee-ff9089907cd5.png,Yes,,No,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Adjust eye gaze to look towards the viewer's left, turn head slightly towards the viewer's right, set mouth to be open showing upper teeth with a concerned speaking expression
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Adjust eye gaze to look towards the viewer's left, turn head slightly towards the viewer's right, set mouth to be open showing upper teeth with a concerned speaking expression""
}"
https://content.dashtoon.ai/user-uploaded-files/e6f9e324-d551-45da-80ae-e25c2d788180.png,https://content.dashtoon.ai/stability-images/b8e6504b-b5bc-4d11-9949-0fad46bd8fc4.png,https://dev-content.dashtoon.ai/stability-images/d2223ee1-197d-4efb-961e-fa92ff9b2660.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/front_three_fourth_left.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Replace the blue beanie with dark brown hair pulled back with loose strands framing the face, adjust eye gaze to look toward the viewer's left, shift head to turn slightly toward the viewer's left, adjust mouth to be slightly open showing upper teeth, and set facial expression to concerned.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Replace the blue beanie with dark brown hair pulled back with loose strands framing the face, adjust eye gaze to look toward the viewer's left, shift head to turn slightly toward the viewer's left, adjust mouth to be slightly open showing upper teeth, and set facial expression to concerned.""
}"
https://content.dashtoon.ai/user-uploaded-files/a1b42634-ffa3-4a16-9e78-5f1be3e69903.png,https://content.dashtoon.ai/stability-images/8d987a21-6d85-44f0-b8a2-667bff6e2127.png,https://dev-content.dashtoon.ai/stability-images/e0d1196c-49ae-46fa-b72d-b585dddb356f.png,Yes,,Yes,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_three_quart_left.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Adjust the head to tilt slightly backward, widen the mouth fully to show teeth and tongue in an aggressive shouting state, and ensure the eyes are wide open looking fully to the left in an angry expression.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Adjust the head to tilt slightly backward, widen the mouth fully to show teeth and tongue in an aggressive shouting state, and ensure the eyes are wide open looking fully to the left in an angry expression.""
}"
https://content.dashtoon.ai/user-uploaded-files/03d56a11-2e72-4f62-9dc0-007a95c912c5.png,https://content.dashtoon.ai/stability-images/0a5ad6fa-f5df-44f5-99d1-9df64cf7a19a.png,https://dev-content.dashtoon.ai/stability-images/cbbdbb33-023d-4121-bf31-114a02fd34ca.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_side.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Rotate head to face forward towards the camera, adjust eye gaze to look toward the viewer's left, maintain the wide open shouting mouth expression aligned with the forward-facing head.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Rotate head to face forward towards the camera, adjust eye gaze to look toward the viewer's left, maintain the wide open shouting mouth expression aligned with the forward-facing head.""
}"
https://content.dashtoon.ai/user-uploaded-files/771e9f39-478c-4b72-a5e0-07dc0afb3c7e.png,https://content.dashtoon.ai/stability-images/cd114a57-4c44-40ec-8760-410ec388d320.png,https://dev-content.dashtoon.ai/stability-images/9998a075-6b0a-4e08-ad2d-0491f21e79fb.png,Yes,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_side.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: adjust head to face directly forward, shift eye gaze to look straight at the camera, and adjust mouth to open showing upper teeth with a firm, assertive expression
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""adjust head to face directly forward, shift eye gaze to look straight at the camera, and adjust mouth to open showing upper teeth with a firm, assertive expression""
}"
https://content.dashtoon.ai/user-uploaded-files/2b09ea8f-b082-4fc4-9bd2-7db6ddab72e7.png,https://content.dashtoon.ai/stability-images/334701f7-b81d-4b79-af7d-105087c52624.png,https://dev-content.dashtoon.ai/stability-images/eb278417-5bc6-4db3-a293-62e07c03f04f.png,Yes,,No,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/patti_allen_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: tilt head slightly to the person's right, close the mouth into a slightly pursed, serious confrontational shape, ensure eyes maintain direct gaze at the camera
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""tilt head slightly to the person's right, close the mouth into a slightly pursed, serious confrontational shape, ensure eyes maintain direct gaze at the camera""
}"
https://content.dashtoon.ai/user-uploaded-files/bc7d29d8-7903-48cf-8b2c-700b4b0965ab.png,https://content.dashtoon.ai/stability-images/3865ae4c-d6f8-44b0-9200-953f2c0685f4.png,https://dev-content.dashtoon.ai/stability-images/da8f5b7b-e713-4310-be19-6fe399ef9a09.png,Yes,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_three_fourth.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: adjust eye gaze to look toward the right (not directly at camera), keep head straight (no tilt), and ensure the mouth is open wide in a shouting expression with visible teeth
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""adjust eye gaze to look toward the right (not directly at camera), keep head straight (no tilt), and ensure the mouth is open wide in a shouting expression with visible teeth""
}"
https://content.dashtoon.ai/user-uploaded-files/93c52c7f-7c4d-4a49-9ee7-0f459eddf298.png,https://content.dashtoon.ai/stability-images/1176210b-349e-4c88-8f20-bc584e9b2759.png,https://dev-content.dashtoon.ai/stability-images/eed48c38-09d5-48f8-a67c-7c8dc69f2c09.png,Yes,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_side_left.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: turn head fully left to face the car window, set eyes to look left into the car, adjust mouth to be slightly open in a concerned, urgent speaking expression
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""turn head fully left to face the car window, set eyes to look left into the car, adjust mouth to be slightly open in a concerned, urgent speaking expression""
}"
https://content.dashtoon.ai/user-uploaded-files/8ab58312-19c2-48a2-baa6-54cf20966b92.png,https://content.dashtoon.ai/stability-images/5c99f3c9-99cd-465e-b1f2-5e75b185308c.png,https://dev-content.dashtoon.ai/stability-images/9965b5e9-1212-44b9-a19f-5c1895a8e85a.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_three_fourth.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: adjust eye gaze to look toward the viewer's left, turn the head to face more toward the viewer's left, set the mouth to an open speaking position with a concerned expression instead of a surprised look
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""adjust eye gaze to look toward the viewer's left, turn the head to face more toward the viewer's left, set the mouth to an open speaking position with a concerned expression instead of a surprised look""
}"
https://content.dashtoon.ai/user-uploaded-files/6f55926d-fb13-45c8-8526-156b33f61e20.png,https://content.dashtoon.ai/stability-images/17c9613f-9234-4f73-b926-cef23f3514d5.png,https://dev-content.dashtoon.ai/stability-images/b94a25e9-b097-4332-9eb1-fefe0ae3adb6.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: tilt the head slightly, keep eyes closed looking downwards, adjust the mouth to be open in a smile showing upper teeth, and align the head orientation to match the tilted pose
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""tilt the head slightly, keep eyes closed looking downwards, adjust the mouth to be open in a smile showing upper teeth, and align the head orientation to match the tilted pose""
}"
https://content.dashtoon.ai/user-uploaded-files/cad6e0da-f607-4d3d-821a-36dfb9340a6b.png,https://content.dashtoon.ai/stability-images/06bd91be-bad6-43e1-964b-740710f675f1.png,https://dev-content.dashtoon.ai/stability-images/53af219d-d925-4d4b-88b2-87aa1c650849.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_three_fourth.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Replace red hair with dark brown hair styled in a braid over the shoulder, change gray shirt to bright pink, adjust eye gaze to look upward and to the left, and tilt head slightly to match the upward-focused pose.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Replace red hair with dark brown hair styled in a braid over the shoulder, change gray shirt to bright pink, adjust eye gaze to look upward and to the left, and tilt head slightly to match the upward-focused pose.""
}"
https://content.dashtoon.ai/user-uploaded-files/72714614-bd49-4abe-8590-897402b73c05.png,https://content.dashtoon.ai/stability-images/23000d74-ca82-4ad0-b937-eba4aa13b221.png,https://dev-content.dashtoon.ai/stability-images/d753ef61-04c0-4ae1-818a-3daae88804d4.png,No,,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/adrian_front_mid.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/adrian_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Replace brown messy hair with dark sleek styled hair, adjust eye gaze to look towards the right, open mouth slightly to a speaking position, set facial expression to a concerned speaking look, and adjust head to be slightly turned to the right.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Replace brown messy hair with dark sleek styled hair, adjust eye gaze to look towards the right, open mouth slightly to a speaking position, set facial expression to a concerned speaking look, and adjust head to be slightly turned to the right.""
}"
https://content.dashtoon.ai/user-uploaded-files/34586101-dacf-49c4-843f-41907a1a9dc3.png,https://content.dashtoon.ai/stability-images/d466f8cf-daf1-4a81-ba90-27e18fb99ace.png,https://dev-content.dashtoon.ai/stability-images/9f217d8e-599b-4cef-97d4-a6365b889ec6.png,Yes,,No,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/carter_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/carter_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: adjust the mouth to be slightly open, reduce facial tension to a calm serious expression, ensure the head is straight facing forward without tilt, and keep eyes looking directly at the camera
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""adjust the mouth to be slightly open, reduce facial tension to a calm serious expression, ensure the head is straight facing forward without tilt, and keep eyes looking directly at the camera""
}"
https://content.dashtoon.ai/user-uploaded-files/b69c155f-311d-4866-b634-33ed11100d7f.png,https://content.dashtoon.ai/stability-images/857f21ee-40e0-4ecf-ba05-2702dee0c605.png,https://dev-content.dashtoon.ai/stability-images/a1c401ca-eceb-48f0-83c8-497539555367.png,Yes,,Yes,https://content.dashtoon.ai/user-uploaded-files/79bf6728-97a0-48fe-97cc-7ea8710bf13a.png,https://content.dashtoon.ai/user-uploaded-files/79bf6728-97a0-48fe-97cc-7ea8710bf13a.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: adjust mouth to be slightly open showing upper teeth, turn head slightly more toward the left, shift the visible eye to gaze toward the right (toward the pink arm), and set the expression to a concerned speaking look
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""adjust mouth to be slightly open showing upper teeth, turn head slightly more toward the left, shift the visible eye to gaze toward the right (toward the pink arm), and set the expression to a concerned speaking look""
}"
https://content.dashtoon.ai/user-uploaded-files/f04975c6-e26f-4481-9ed8-aad844624479.png,https://content.dashtoon.ai/stability-images/3ba481b4-6f87-4dc2-a318-b365cb404872.png,https://dev-content.dashtoon.ai/stability-images/5306dfaf-1dde-41f6-8ecb-4492f7c2c5b8.png,Yes,,,https://content.dashtoon.ai/user-uploaded-files/79bf6728-97a0-48fe-97cc-7ea8710bf13a.png,https://content.dashtoon.ai/user-uploaded-files/79bf6728-97a0-48fe-97cc-7ea8710bf13a.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: Turn head slightly to the viewer's left, shift eye gaze to look slightly toward the viewer's right, and adjust mouth to a closed, pressed concerned expression.
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""Turn head slightly to the viewer's left, shift eye gaze to look slightly toward the viewer's right, and adjust mouth to a closed, pressed concerned expression.""
}"
https://content.dashtoon.ai/user-uploaded-files/8a9fdc5a-f918-4ecf-bfa9-6275dc2406a2.png,https://content.dashtoon.ai/stability-images/1ad7e0df-2391-4983-8c2f-b4a3e05d6fb6.png,https://dev-content.dashtoon.ai/stability-images/6111ace1-ff56-4b38-acd5-a6774448ddb8.png,Yes,No,,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,https://storage.googleapis.com/creative-tech-experiments/char-const-workflow-remix/luna_front.png,"Edit ONLY the character's visual appearance in Image 1. DO NOT change pose, position, or composition.

CRITICAL - NEVER CHANGE (from Image 1):
- Character's EXACT body pose, arm positions, leg positions, head tilt, body angle
- Character's EXACT position in the frame (where they are standing/sitting)
- Background, scene, environment - must be PIXEL PERFECT same
- Camera angle, framing, composition, crop
- Lighting and shadows
- Composition

SWAP ONLY these visual features FROM Image 2:
- Face shape and facial features
- Hair color, style, and length
- Clothing appearance (colors, patterns, open/closed state of clothes eg: jacket open vs closed, style)
- Visible accessories (jewelry, glasses, hats, etc.)

- Facial expression fix: turn head to look towards the right (towards the car), adjust eye gaze to match the rightward direction, set expression to concerned with mouth slightly open
Think of it like a costume change on the EXACT same character pose. The silhouette and position should be IDENTICAL to Image 1.

Output: Image 1 with ONLY the character's visual appearance changed to match Image 2. Pose and composition UNCHANGED.
","{
  ""facial_fix"": ""turn head to look towards the right (towards the car), adjust eye gaze to match the rightward direction, set expression to concerned with mouth slightly open""
}"
